Course Name,Difficulty Level,Course URL
Motion Planning for Self-Driving Cars,Beginner,https://www.coursera.org/learn/motion-planning-self-driving-cars
Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,Beginner,https://www.coursera.org/learn/acute-stroke-race-scale
Simple Nearest Neighbors Regression and Classification,Beginner,https://www.coursera.org/learn/simple-nearest-neighbors-regression-and-classification
Global Impact: Business Ethics,Intermediate,https://www.coursera.org/learn/business-ethics
Sales Pitch and Closing,Intermediate,https://www.coursera.org/learn/sales-pitch-closing
The Kennedy Half Century,Beginner,https://www.coursera.org/learn/kennedy
Digital Competition in Financial Services,Intermediate,https://www.coursera.org/learn/digital-competition-financial-services
Plant Bioinformatics,Intermediate,https://www.coursera.org/learn/plant-bioinformatics
Health in Complex Humanitarian Emergencies,Intermediate,https://www.coursera.org/learn/health-che
NoSQL systems,Intermediate,https://www.coursera.org/learn/nosql-databases
Transmission electron microscopy for materials science,Intermediate,https://www.coursera.org/learn/microscopy
Music for Wellness,Beginner,https://www.coursera.org/learn/music-for-wellness
Create Your First Web App with Python and Flask,Beginner,https://www.coursera.org/learn/python-flask
Web and Mobile Testing with Selenium,Intermediate,https://www.coursera.org/learn/web-mobile-testing
Real-Time Cyber Threat Detection and Mitigation,Advanced,https://www.coursera.org/learn/real-time-cyber-threat-detection
Astrobiology and the Search for Extraterrestrial Life,Beginner,https://www.coursera.org/learn/astrobiology
The History of Modern Israel -  Part II: Challenges of Israel as a sovereign state,Intermediate,https://www.coursera.org/learn/history-israel-sovereign-state
3D Model Creation with Autodesk Fusion 360,Intermediate,https://www.coursera.org/learn/3d-model-creation-fusion-360
Supply Chain Logistics,Intermediate,https://www.coursera.org/learn/supply-chain-logistics
System Validation: Automata and behavioural equivalences,Advanced,https://www.coursera.org/learn/automata-system-validation
Equine Welfare and Management,Beginner,https://www.coursera.org/learn/equine
Climate Change and Water in Mountains: A Global Concern,Intermediate,https://www.coursera.org/learn/climate-changes-mountains-water
"Our Earth: Its Climate, History, and Processes",Beginner,https://www.coursera.org/learn/our-earth
Russian company law. Company management,Intermediate,https://www.coursera.org/learn/company-management
Number Theory and Cryptography,Advanced,https://www.coursera.org/learn/number-theory-cryptography
API Development on Google Cloud's Apigee API Platform,Intermediate,https://www.coursera.org/learn/api-development-apigee-gcp
Predictive Modeling with Logistic Regression using SAS,Intermediate,https://www.coursera.org/learn/sas-predictive-modeling-using-logistic-regression
Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels,Intermediate,https://www.coursera.org/learn/sustainability-fuels-ash-chemistry-deposits-corrosion-additives
Sales Strategy,Advanced,https://www.coursera.org/learn/sales-strategy
Profit Analysis using Economic Value Added,Intermediate,https://www.coursera.org/learn/profit-analysis-economic-value-added
Jewish Diaspora in Modern China,Not Calibrated,https://www.coursera.org/learn/jews-in-china
Leading Innovation in Arts and Culture,Advanced,https://www.coursera.org/learn/arts-culture-innovation
Six Sigma Tools for Define and Measure,Beginner,https://www.coursera.org/learn/six-sigma-tools-define-measure
Teach English Now! Technology Enriched Teaching,Beginner,https://www.coursera.org/learn/tesol-technology
Teach English Now! Technology Enriched Teaching,Beginner,https://www.coursera.org/learn/tesol-technology
Predict Future Product Prices Using Facebook Prophet,Beginner,https://www.coursera.org/learn/prophet-timeseries-prediction
Music as Biology: What We Like to Hear and Why,Beginner,https://www.coursera.org/learn/music-as-biology
Fundamentals of Kubernetes Deployment,Beginner,https://www.coursera.org/learn/kubernetes-deployment
IS/IT Governance,Intermediate,https://www.coursera.org/learn/is-it-governance
Fundamentals of particle accelerator technology  (NPAP MOOC),Intermediate,https://www.coursera.org/learn/fundamentals-particle-accelerator-technology
Automate an e-commerce web application using Selenium & Java,Beginner,https://www.coursera.org/learn/automate-e-commerce-web-application-using-selenium-java
Browser-based Models with TensorFlow.js,Intermediate,https://www.coursera.org/learn/browser-based-models-tensorflow
Introduction to Learning Transfer and Life Long Learning (3L),Beginner,https://www.coursera.org/learn/intro-learning-transfer
Computational Thinking for K-12 Educators: Sequences and Loops,Advanced,https://www.coursera.org/learn/computational-thinking-k12-educators-sequences-loops
Introduction to User Experience Principles and Processes,Intermediate,https://www.coursera.org/learn/introtoux-principles-and-processes
System Administration and IT Infrastructure Services,Intermediate,https://www.coursera.org/learn/system-administration-it-infrastructure-services
Black-box and White-box Testing,Advanced,https://www.coursera.org/learn/black-box-white-box-testing
Teaching Impacts of Technology: Relationships,Advanced,https://www.coursera.org/learn/teach-impacts-technology-relationships
Digital Marketing Analytics in Theory,Intermediate,https://www.coursera.org/learn/marketing-analytics
Embedded Hardware and Operating Systems,Advanced,https://www.coursera.org/learn/embedded-operating-system
API Security on Google Cloud's Apigee API Platform,Intermediate,https://www.coursera.org/learn/api-security-apigee-gcp
AWS Fundamentals: Migrating to the Cloud,Intermediate,https://www.coursera.org/learn/aws-fundamentals-cloud-migration
Build a film club web app on Google AppEngine,Beginner,https://www.coursera.org/learn/build-a-film-club-web-app-with-google-appengine
"Big Data Essentials: HDFS, MapReduce and Spark RDD",Advanced,https://www.coursera.org/learn/big-data-essentials
Bases of the law of obligations (The Russian Federation) Part 2,Beginner,https://www.coursera.org/learn/russian-law-of-obligations-2
Emergence of Life,Beginner,https://www.coursera.org/learn/emergence-of-life
Marketing analytics: Know your customers,Advanced,https://www.coursera.org/learn/marketing-analytics-customers
Health Behavior Change: From Evidence to Action,Beginner,https://www.coursera.org/learn/health-behavior-change
Low Poly Art For Video Games,Advanced,https://www.coursera.org/learn/low-poly-art-video-games
"Creativity, Innovation and Transformation",Advanced,https://www.coursera.org/learn/creativity-innovation
Social Psychology,Intermediate,https://www.coursera.org/learn/social-psychology
Introduction to Cybersecurity for Business,Beginner,https://www.coursera.org/learn/intro-cyber-security-business
Learn Java and JavaFX by creating a Graphical Calculator,Beginner,https://www.coursera.org/learn/learn-java-and-javafx-graphical-calculator
Capstone: Creating A Sustainability Proposal,Advanced,https://www.coursera.org/learn/sustainability-proposal
Research Proposal: Initiating Research,Beginner,https://www.coursera.org/learn/research-proposal-initiating-research
iOS App Store & In-App Purchases,Advanced,https://www.coursera.org/learn/ios-swift-app-store-in-app-purchase
Create a Project Charter with Google Docs,Beginner,https://www.coursera.org/learn/create-a-project-charter-with-google-docs
Business Model Innovation for Sustainable Landscape Restoration,Advanced,https://www.coursera.org/learn/bmi-sustainable-landscape-restoration
Fundamentals of Machine Learning in Finance,Advanced,https://www.coursera.org/learn/fundamentals-machine-learning-in-finance
"Smart Analytics, Machine Learning, and AI on GCP",Beginner,https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp
Introduction to Business Analytics with R,Advanced,https://www.coursera.org/learn/business-analytics-r
Fundamentals of GIS,Intermediate,https://www.coursera.org/learn/gis
Analysis of Algorithms,Intermediate,https://www.coursera.org/learn/analysis-of-algorithms
Strategic Management - Capstone Project,Advanced,https://www.coursera.org/learn/businesscap
Python Dynamic HTML Web Server,Beginner,https://www.coursera.org/learn/python-dynamic-html-web-server
How To Build a Network Topology Using GNS3,Beginner,https://www.coursera.org/learn/how-to-build-a-network-topology-using-gns3
Leadership Communication for Maximum Impact: Storytelling,Advanced,https://www.coursera.org/learn/leadership-storytelling
Battery Pack Balancing and Power Estimation,Advanced,https://www.coursera.org/learn/battery-pack-balancing-power-estimation
Market Research and Consumer Behavior,Beginner,https://www.coursera.org/learn/market-research
Introduction to Satellite Communications,Intermediate,https://www.coursera.org/learn/satellite-communications
Six Sigma Advanced Define and Measure Phases,Advanced,https://www.coursera.org/learn/six-sigma-define-measure-Advanced
Mind of the Universe - Genetic Privacy: should we be concerned?,Beginner,https://www.coursera.org/learn/mind-of-the-universe-genetic-privacy
Oil & Gas Industry Operations and Markets,Beginner,https://www.coursera.org/learn/oilandgas
Machine Learning for All,Intermediate,https://www.coursera.org/learn/uol-machine-learning-for-all
"Tables, Data & Networking in iOS",Advanced,https://www.coursera.org/learn/swift-ios-tables-networking
Product Development: Customer Persona Development with Miro,Beginner,https://www.coursera.org/learn/customer-persona
A Guide to Healthcare Innovation: Principles and Practice,Advanced,https://www.coursera.org/learn/guide-to-healthcare-innovation-principles-and-practice
Data in Database,Advanced,https://www.coursera.org/learn/data-in-database
Creating a Portfolio,Beginner,https://www.coursera.org/learn/investment-portfolio
Effective Communication Capstone Project,Advanced,https://www.coursera.org/learn/effective-communication-capstone
Build a Budget and Analyze Variance using Google Sheets,Beginner,https://www.coursera.org/learn/budget-analyze-variance-google-sheets
Fashion as Design,Intermediate,https://www.coursera.org/learn/fashion-design
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,Intermediate,https://www.coursera.org/learn/design-strategy
Understanding Clinical Research: Behind the Statistics,Beginner,https://www.coursera.org/learn/clinical-research
Budgeting essentials and development,Intermediate,https://www.coursera.org/learn/budgeting-essentials-development
An Introduction to Interactive Programming in Python (Part 2),Advanced,https://www.coursera.org/learn/interactive-python-2
PyCaret: Anatomy of Classification,Advanced,https://www.coursera.org/learn/pycaret-classification
Introduction to Docker : The Basics,Beginner,https://www.coursera.org/learn/docker-fundamentals
Everyday Parenting: The ABCs of Child Rearing,Advanced,https://www.coursera.org/learn/everyday-parenting
Create Customer Support Data with Google Sheets,Beginner,https://www.coursera.org/learn/create-customer-support-data-with-google-sheets
Paleontology: Early Vertebrate Evolution,Beginner,https://www.coursera.org/learn/early-vertebrate-evolution
COVID-19: What You Need to Know (CME Eligible),Beginner,https://www.coursera.org/learn/covid-19-what-you-need-to-know
